Publisher,IATI Organisation Identifier,Organization Type,HQ Country or Region,Datasets Count,Datasets Link
Sana'a Center for Strategic Studies,YE-MSAL-49-M-2019,National NGO,Yemen,2,https://iatiregistry.org/publisher/scss
Bangladesh Business and Disability Network,XI-IATI-BBDN,National NGO,Bangladesh,1,https://iatiregistry.org/publisher/bbdn
"The University of the West of England, Bristol",GB-UKPRN-10007164,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uwe
Iniciativa Climatica de Mexico,MX-RFC-ICM160118IZ1,National NGO,Mexico,2,https://iatiregistry.org/publisher/icm_mx
Global Water Partnership,XM-DAC-7-PPR-4000002938,International NGO,Sweden,2,https://iatiregistry.org/publisher/gwp
"Entiqal for Training ""Partners for Good""",JO-CCD-200006694,National NGO,Jordan,2,https://iatiregistry.org/publisher/pfg
World Vision Democratic Republic of Congo,XI-IATI-WVDRC,International NGO,Congo (Democratic Republic of the),2,https://iatiregistry.org/publisher/wv_cd
NLR Indonesia,ID-KHH-5018112631240040,National NGO,Indonesia,1,https://iatiregistry.org/publisher/nlr_indonesia
TRAFFIC International,GB-CHC-1076722,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/traffic
Youth Development Labs Inc,US-EIN-81-2339233,International NGO,United States,1,https://iatiregistry.org/publisher/ylabs
Eurasia Partnership Foundation,AM-SRALE-222.160.00823,Foundation,Armenia,2,https://iatiregistry.org/publisher/epf
Ocean Risk and Resilience Action Alliance,US-EIN-83-3580499,International NGO,United States,2,https://iatiregistry.org/publisher/orraa_inc
Elrha,GB-CHC-1177110,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/elrha
The International Institute for Strategic Studies,GB-CHC-206504,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/iiss
University of Ghana,XI-GRID-grid.8652.9,"Academic, Training and Research",Ghana,2,https://iatiregistry.org/publisher/ugorid
Rabo Partnerships,NL-KVK-30114598,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/rabo_partnerships
Ethiopiaid Ireland,IE-CHY-20041069,International NGO,Ireland,2,https://iatiregistry.org/publisher/ethiopiaidireland
"UK - Foreign, Commonwealth and Development Office",GB-GOV-1,Government,United Kingdom,30,https://iatiregistry.org/publisher/fcdo
IMPACT Initiatives,XM-OCHA-HPC9829,International NGO,Switzerland,3,https://iatiregistry.org/publisher/impact_initiatives
Synergía - Initiatives for Human Rights,US-EIN-82-0644678,International NGO,United States,2,https://iatiregistry.org/publisher/synergiaihr
McKinsey Development Partners,GB-COH-11594545,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/mdp
University of Cape Town,XI-GRID-grid.7836.a,"Academic, Training and Research",South Africa,2,https://iatiregistry.org/publisher/uct
King Hussein Foundation,XI-IATI-KHF,National NGO,Jordan,2,https://iatiregistry.org/publisher/khf
"Imperial College of Science, Technology and Medicine",GB-COH-04465125,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/imperial
The Freedom Fund,GB-CHC-1158838,International NGO,United Kingdom,3,https://iatiregistry.org/publisher/tff
Oxfam-Quebec,CA-CRA_ACR-119075091,International NGO,Canada,2,https://iatiregistry.org/publisher/oqc
the global steering group for impact investment,GB-CHC-1175658,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/gsg
Kemitraan Bagi Pembaruan Tata Pemerintahan,ID-KHH-6014052331100057,National NGO,Indonesia,2,https://iatiregistry.org/publisher/kemitraan
Soluciones en Legislación y Política Ambiental AC,MX-RFC-SLP1412039F3,National NGO,Mexico,1,https://iatiregistry.org/publisher/polea
UK-Med,GB-CHC-1166956,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/uk-med
Sowt podcasting and training L.L.C,JO-CCD-45293,Private Sector,Jordan,1,https://iatiregistry.org/publisher/sowt
Bangladesh Youth Leadership Center,BD-NAB-2686,National NGO,Bangladesh,2,https://iatiregistry.org/publisher/bylc
Global Impact Investing Network,US-EIN-27-3166994,National NGO,United States,2,https://iatiregistry.org/publisher/giin
IDOM INGENIERIA,MX-RFC-IIN920701G55,Private Sector,Mexico,1,https://iatiregistry.org/publisher/idom_mx
Asia Justice and Rights,ID-DJP-312529852906000,Regional NGO,Indonesia,1,https://iatiregistry.org/publisher/ajar
Solidar Suisse,CH-FDJP-CHE105829963,International NGO,Switzerland,2,https://iatiregistry.org/publisher/solidarsuisse
University of Edinburgh,GB-UKPRN-10007790,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/uoe
African Institute For Development Policy,KE-KRA-P051335339D,International NGO,Kenya,1,https://iatiregistry.org/publisher/afidep
Leaders International,JO-CCD-200167994,International NGO,Jordan,2,https://iatiregistry.org/publisher/lifed_admin
Sociaal-Economische Raad,NL-KVK-27363950,Other Public Sector,Netherlands,1,https://iatiregistry.org/publisher/ser
Financial Sector Deepening Trust (Kenya),KE-KRA-P051172537S,Other Public Sector,Kenya,1,https://iatiregistry.org/publisher/fsdk
Cobra Collective CIC,GB-COH-10516061,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/cobracollective
Northern Ireland Cooperation Overseas Ltd,GB-GOR-OT1175,Other Public Sector,United Kingdom,1,https://iatiregistry.org/publisher/nico
Light for the World International,AT-ZVR-315688676,International NGO,Austria,2,https://iatiregistry.org/publisher/lftw-int
Water & Land Resource Center,XI-GRID-grid.473464.6,"Academic, Training and Research",Ethiopia,1,https://iatiregistry.org/publisher/wlrc_aau
Paradigm Initiative,NG-CAC-30547,International NGO,Nigeria,4,https://iatiregistry.org/publisher/paradigm
JoWomenomics,JO-MSD-200159274,National NGO,Jordan,2,https://iatiregistry.org/publisher/jowomenomics
Advance Consulting,NL-KVK-09108013,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/ac1999
The University of Sheffield,XI-GRID-grid.11835.3e,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/tuos
CGIAR,XM-DAC-47015,"Academic, Training and Research",France,3,https://iatiregistry.org/publisher/cgiar
Financial Sector Deepening Uganda,UG-RSB-197310,National NGO,Uganda,1,https://iatiregistry.org/publisher/fsduganda
Stichting Wilde Ganzen/ IKON,NL-KVK-41192276,National NGO,Netherlands,1,https://iatiregistry.org/publisher/nl_wg
Prospero Limited,ZM-PCR-12015013762,National NGO,Zambia,11,https://iatiregistry.org/publisher/prospero
University of York,GB-COH-RC000679,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uoy
Sustainable Livelihoods Foundation,ZA-NPO-081-788,International NGO,South Africa,1,https://iatiregistry.org/publisher/sustainable_livelihoods_foundation
United Nations Development Coordination Office,XM-DAC-41149,Other Public Sector,United States,1,https://iatiregistry.org/publisher/undco
Global Witness,GB-COH-02871809,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/globalwitness
Global Anaesthesia Development Partnerships,GB-CHC-1175791,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/gadp
Abdul Latif Jameel Poverty Action Lab at MIT,US-EIN-042103594,"Academic, Training and Research",United States,2,https://iatiregistry.org/publisher/jpal
Wala Ltd,MW-RG-1011251,Private Sector,Malawi,1,https://iatiregistry.org/publisher/walaltd
Neopenda,US-EIN-83-1236759,Private Sector,United States,2,https://iatiregistry.org/publisher/neopenda
Pathfinder International,US-EIN-53-0235320,International NGO,United States,2,https://iatiregistry.org/publisher/pathfinder1
AUXFIN Burundi,BI-NIF-4000742330,Private Sector,Burundi,2,https://iatiregistry.org/publisher/auxfinbi
Micaia Foundation,MZ-MOJ100094525,National NGO,Mozambique,1,https://iatiregistry.org/publisher/micfound
Forever Sabah,MY-SSM-1172311D,National NGO,Malaysia,1,https://iatiregistry.org/publisher/fs
Centre for Economic Strategy Ukraine,UA-EDR-9795443,National NGO,Ukraine,2,https://iatiregistry.org/publisher/ces-ua
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",FR-INSEE-31827645800037,Other Public Sector,France,2,https://iatiregistry.org/publisher/afdi-fr
Elton John AIDS Foundation,GB-CHC-1017336,Foundation,United Kingdom,1,https://iatiregistry.org/publisher/ejaf
Alinea International Ltd.,CA_AB-ABT-203435797,Private Sector,Canada,2,https://iatiregistry.org/publisher/alineainternational_2020
Sustainable Hospitality Alliance,GB-CHC-1188731,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/sha
Instituto BVRio,BR-CNPJ-14.563.354/0001-50,International NGO,Brazil,1,https://iatiregistry.org/publisher/bvrio
OurLoop Stitchting,NL-KVK-861193660,Foundation,Netherlands,1,https://iatiregistry.org/publisher/loop
The Proforest Initiative UK,GB-CHC-1137523,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/pi-uk
EngenderHealth,US-EIN-13-1623838,International NGO,United States,1,https://iatiregistry.org/publisher/ehorg
Corus International,US-EIN-843236198,International NGO,United States,1,https://iatiregistry.org/publisher/corus
Forest Trends Association,US-EIN-52-2135531,International NGO,United States,3,https://iatiregistry.org/publisher/forest-trends
Church of England - The Archbishops' Council,GB-CHC-1074857,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/coe-abc
Timber Trade Federation Ltd.,GB-COH-02515034,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/ttf
Mercy-USA for Aid and Development,US-EIN-38-2846307,International NGO,United States,1,https://iatiregistry.org/publisher/mercy-usa
Media Development Investment Fund,US-EIN-13-4052259,International NGO,United States,1,https://iatiregistry.org/publisher/mdif
EABX,KE-RCO-PLC-MYSMV2,Private Sector,Kenya,1,https://iatiregistry.org/publisher/eabx
Nesta,GB-CHC-1144091,Other Public Sector,United Kingdom,2,https://iatiregistry.org/publisher/nesta
Global Fund for Community Foundations,GB-NIC-073343,Foundation,United Kingdom,1,https://iatiregistry.org/publisher/gfcf
Foundation for Social Improvement,GB-CHC-1123384,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/the_fsi
Medicos del Mundo,ES-NIF-G79408852,International NGO,Spain,1,https://iatiregistry.org/publisher/mdm_spain
Laïcité et Humanisme en Afrique Centrale (LHAC),BE-BCE_KBO-0464147473,National NGO,Belgium,4,https://iatiregistry.org/publisher/lhac
Open Capital Advisors,KE-RCO-CPR-2010-28036,Private Sector,Kenya,2,https://iatiregistry.org/publisher/oca
University of Essex,GB-COH-RC000652,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/university_of_essex
Center for Participation and Development,GE-RS-406061513,National NGO,Georgia,2,https://iatiregistry.org/publisher/cpd_2021
The Freedom Fund (US),US-EIN-30-0805768,International NGO,United States,2,https://iatiregistry.org/publisher/tffus
The Centre for Economic Governance and Accountability in Africa  (CEGAA),ZA-NPO-053-456,National NGO,South Africa,2,https://iatiregistry.org/publisher/cegaa
Centre for Rights Education and Awareness,KE-NCB-OP-218-051-9994-1329,National NGO,Kenya,2,https://iatiregistry.org/publisher/creawkenya
Kathmandu Medical College Public Limited,NP-CRO-1158-065-066,"Academic, Training and Research",Nepal,1,https://iatiregistry.org/publisher/kmc
Stellenbosch University,ZA-CIT-9415005603,"Academic, Training and Research",South Africa,1,https://iatiregistry.org/publisher/su-impala
University of Southampton,GB-COH-RC000668,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/soton
Down syndrome Foundation Nigeria,NG-CAC-37051,National NGO,Nigeria,1,https://iatiregistry.org/publisher/dsfn
South West International Development Network,GB-CHC-1173320,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/swidn
Loughborough University,GB-HESA-10004113,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/lboro
Transparently Lebanese,CA-CC-13474046,National NGO,Canada,1,https://iatiregistry.org/publisher/transparently_lebanese
World Young Women's Christian Association,CH-FDJP-106756410,International NGO,Switzerland,1,https://iatiregistry.org/publisher/world_ywca
ActionAid International Nepal,NP-IRD-301131441,International NGO,Nepal,2,https://iatiregistry.org/publisher/aain
Amref health Africa in Senegal,SN-NINEA-004487121,International NGO,Senegal,1,https://iatiregistry.org/publisher/awa_sn
Equality Now,KE-NCB-218051981161116,International NGO,Kenya,2,https://iatiregistry.org/publisher/e_n
SIHA Network,UG-NGO-1317,Regional NGO,Uganda,2,https://iatiregistry.org/publisher/siharegional
PPAG,GH-RGD-CG001532017,National NGO,Ghana,1,https://iatiregistry.org/publisher/ppag_123
Laterite B.V.,NL-KVK-69759103,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/laterite_bv
International Centre for Migration Policy Development,XM-OCHA-585,Multilateral,Austria,2,https://iatiregistry.org/publisher/icmpd
The Hague Academy for Local Governance,NL-KVK-27293917,"Academic, Training and Research",Netherlands,1,https://iatiregistry.org/publisher/tha
SOS Italia,IT-CF-80017510225,National NGO,Italy,1,https://iatiregistry.org/publisher/sosvdb_italia
Young Women's Christian Association of Kenya,KE-NCB-218-051-9263-33,National NGO,Kenya,2,https://iatiregistry.org/publisher/ywcakenya
Young Women Christian Association of South Sudan (YWCA SS),SS-RRC-342,National NGO,South Sudan,1,https://iatiregistry.org/publisher/ywcass
IDH Investment Management B.V.,NL-KVK-74983393,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/idh_im
Mango Tree Property Management LTD,UG-RSB-229709,Private Sector,Uganda,1,https://iatiregistry.org/publisher/mangotree
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,NL-KVK-41039028,Foundation,Netherlands,2,https://iatiregistry.org/publisher/leprazending-tlm-nl
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,XI-IATI-SPR,Regional NGO,Congo (Democratic Republic of the),1,https://iatiregistry.org/publisher/spr
Assistance Mission for Africa,SS-RRC-465,National NGO,South Sudan,2,https://iatiregistry.org/publisher/ama-south-sudan
Akina Mama wa Afrika,UG-NGO-3580,International NGO,Uganda,4,https://iatiregistry.org/publisher/amwa
Kvinna till Kvinna,JO-CCD-200178924,International NGO,Jordan,2,https://iatiregistry.org/publisher/ktk
Yayasan PEKKA,ID-KHH-AHU-0013363.AH.01.04,National NGO,Indonesia,1,https://iatiregistry.org/publisher/pekka_21
Olamma Cares Foundation,NG-CAC-IT-NO96562,National NGO,Nigeria,1,https://iatiregistry.org/publisher/olammacares
Eve Organization for Women Development,SS-RRC-405,National NGO,South Sudan,1,https://iatiregistry.org/publisher/eveowd
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),DE-CR-RA000220-HRB7745,"Academic, Training and Research",Germany,2,https://iatiregistry.org/publisher/iza
Gender at Work,CA_ON-ONT-1783682,International NGO,Canada,2,https://iatiregistry.org/publisher/genderatwork
Legal Action Worldwide,NL-KVK-74799525,International NGO,Netherlands,2,https://iatiregistry.org/publisher/law
Sisonke National Sex Workers Movement,ZA-NPO-189357,National NGO,South Africa,1,https://iatiregistry.org/publisher/sisonke
Jinja district union of persons with disabilities,UG-204CBO-JJA02202000348,Regional NGO,Uganda,1,https://iatiregistry.org/publisher/jidu2021
London Business School,GB-COH-RC000721,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/lbs
Universiti Malaya,XI-GRID-grid.10347.31,"Academic, Training and Research",Malaysia,1,https://iatiregistry.org/publisher/rmc_um
University Putra Malaysia,XI-GRID-grid.11142.37,"Academic, Training and Research",Malaysia,1,https://iatiregistry.org/publisher/upm
YWCA Palestine,PS-MOI-QR-1420-C,National NGO,"Palestine, State of",2,https://iatiregistry.org/publisher/ywca
Ibrahimia Media Center,EG-MOSS-3959350,National NGO,Egypt,2,https://iatiregistry.org/publisher/imc-2021
The Education Commission,US-EIN-13-3615533,"Academic, Training and Research",United States,2,https://iatiregistry.org/publisher/educomm
Light Castle Partners,BD-ROC-C-107131,Private Sector,Bangladesh,2,https://iatiregistry.org/publisher/lcp
GoodWeave International,US-EIN-522042014,International NGO,United States,2,https://iatiregistry.org/publisher/goodweave_intl
Asian Coalition for Housing Rights,TH-TIN-0993000190092,Regional NGO,Thailand,1,https://iatiregistry.org/publisher/achr
Boston Consulting Group UK LLP,GB-COH-OC359103,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/bcg
Hiber for Electronic Media,JO-CCD-58307,Private Sector,Jordan,2,https://iatiregistry.org/publisher/7iberdotcom
Women Challenged to Challenge,KE-NCB-WDCBO542010192,National NGO,Kenya,2,https://iatiregistry.org/publisher/wctc
National Union of Women With Disabilities of Uganda,UG-NGO-S59143785,National NGO,Uganda,1,https://iatiregistry.org/publisher/nuwodu
Ethiopian Women Lawyers Association,ET-CSA-1128,National NGO,Ethiopia,1,https://iatiregistry.org/publisher/ewla
Ethiopian Women with Disabilities National Assocation,et-CSA-0444,National NGO,Ethiopia,1,https://iatiregistry.org/publisher/ewdna2025
InvestInternational,NL-KVK-83517626,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/investinternational
Transition International,NL-KVK-77583442,Government,Netherlands,1,https://iatiregistry.org/publisher/ti_nl
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",XM-OCHA-4438,"Academic, Training and Research",Bangladesh,2,https://iatiregistry.org/publisher/icddrb
The Faraday Institution,GB-COH-10959095,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/thefaradayinstitution
ELEVATE Hong Kong Holdings Limited,HK-CR-2288921,Private Sector,Hong Kong,1,https://iatiregistry.org/publisher/elevatelimited
TRAIDE Foundation,NL-KVK-80547745,Foundation,Netherlands,1,https://iatiregistry.org/publisher/traide_foundation
Centro de Aprendizagem e Capacitação da Sociedade Civil,MZ-NUIT-700089584,National NGO,Mozambique,2,https://iatiregistry.org/publisher/cesc
Public International Law & Policy Group,US-EIN-04-3309296,National NGO,United States,1,https://iatiregistry.org/publisher/pilpg
Musawah Global Vision Berhad,MY-SSM-1162174T,International NGO,Malaysia,1,https://iatiregistry.org/publisher/musawah
South African Network of People who Use Drugs,ZA-NPO-213-268,National NGO,South Africa,1,https://iatiregistry.org/publisher/sanpud
Rocky Mountain Institute,US-EIN-74-2244146,International NGO,United States,3,https://iatiregistry.org/publisher/rmi
Initiative Sankofa d'Afrique de l'Ouest,GH-RGD-CG200980721,International NGO,Ghana,1,https://iatiregistry.org/publisher/isdao
IT for Change,IN-MHA-094421114,"Academic, Training and Research",India,2,https://iatiregistry.org/publisher/itforchange
IDB Invest,XM-DAC-46012,Multilateral,United States,2,https://iatiregistry.org/publisher/idbinvest
Africa Philanthropy Network,TZ-NNCB-INGOR2000123,International NGO,"Tanzania, United Republic of",2,https://iatiregistry.org/publisher/apn
Fundación Avina,PA-PRP-5789,Foundation,Panama,2,https://iatiregistry.org/publisher/fundacionavina
WWF-BRASIL,BR-CNPJ-26990192000114,International NGO,Brazil,2,https://iatiregistry.org/publisher/wwfbr
African Security Sector Network,GH-DSW-7992,National NGO,Ghana,1,https://iatiregistry.org/publisher/assn
Islamic Development Bank,XM-DAC-46025,Multilateral,Saudi Arabia,3,https://iatiregistry.org/publisher/isdb
WWF Indonesia,ID-DJP-018321174017000,International NGO,Indonesia,2,https://iatiregistry.org/publisher/wwf_id
WWF TUNISIA,TN-RNE-1540791FPN000,International NGO,Tunisia,2,https://iatiregistry.org/publisher/wwfna
The Samdhana Institute,PH-SEC-CN200340507,Regional NGO,Philippines,1,https://iatiregistry.org/publisher/samdhana_institute
World Wide Fund for Nature Zambia,ZM-PCR-10102712014,International NGO,Zambia,1,https://iatiregistry.org/publisher/wwfzambia
Shack Dwellers International - Kenya,KE-KRA-P051326872M,National NGO,Kenya,2,https://iatiregistry.org/publisher/sdi-k
Business Watch Indonesia,ID-DJP-023047012526000,National NGO,Indonesia,1,https://iatiregistry.org/publisher/bwi
The Climate Change Organisation,GB-CHC-1102909,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/climate-group
Agroicone,BR-CNPJ-09294138-0001-15,Private Sector,Brazil,2,https://iatiregistry.org/publisher/agroicone
West Africa Network for Peacebuilding,GH-DSW-1334,Regional NGO,Ghana,2,https://iatiregistry.org/publisher/wanep
"Center for Research, Evaluation Resources and Development (CRERD)",NG-CAC-11660,National NGO,Nigeria,1,https://iatiregistry.org/publisher/crerd_ng
World Wide Fund for Nature - Kenya,KE-NCB-OP2180511619410357,National NGO,Kenya,2,https://iatiregistry.org/publisher/wwf-kenya
Non-Timber Forest Products Exchange Programme,PH-SEC-CN200324943,Regional NGO,Philippines,2,https://iatiregistry.org/publisher/ntfp-ep
Fundación Gaia Amazonas,CO-RUE-8300033586,Regional NGO,Colombia,2,https://iatiregistry.org/publisher/gaia
GHANA NETHERLANDS BUSINESS & CULTURE COUNCIL,GH-RGD-CG159432015,National NGO,Ghana,1,https://iatiregistry.org/publisher/gnbcc
Secrétariat Permanent des Organisation non-gouvernementales du Burkina Faso (SPONG-BURKINA),BF-MATD-2407,National NGO,Burkina Faso,2,https://iatiregistry.org/publisher/spong-burkina
Sustainable Development Institute,LR-MFDPNGO-0961,Regional NGO,Liberia,2,https://iatiregistry.org/publisher/sdi
International Women's Rights Action Watch Asia Pacific,MY-SSM-199601006465,International NGO,Malaysia,1,https://iatiregistry.org/publisher/iwrawasiapacific
"Alliance for Global Water Adaptation, Inc",US-EIN-83-3732786,International NGO,United States,2,https://iatiregistry.org/publisher/agwa
CIVIL INITIATIVES FOR DEVELOPMENT AND PEACE INDIA,IN-MHA-1070-99-2000,National NGO,India,2,https://iatiregistry.org/publisher/cividep
Akili Dada,KE-NCB-218051200602584403,National NGO,Kenya,1,https://iatiregistry.org/publisher/ad
Plateforme des Acteurs de la Société Civile au BENIN,BJ-IFU-6201500233008,National NGO,Benin,2,https://iatiregistry.org/publisher/pascib_benin
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,ML-MAT-028-MAT-DNIC-DAG,National NGO,Mali,2,https://iatiregistry.org/publisher/seco-ong-mali
"Institute of Psychiatry, Rawalpindi Medical University",XI-GRID-grid4157124,"Academic, Training and Research",Pakistan,1,https://iatiregistry.org/publisher/iop-rmu
BANQUE OUEST AFRICAINE DE DEVELOPPEMENT,XM-DAC-46021,Multilateral,Togo,8,https://iatiregistry.org/publisher/boadiita
Youth without border organization for development,YE-MSAL-288-2013,National NGO,Yemen,2,https://iatiregistry.org/publisher/ywbod
Grow Asia,SG-ACRA-201507403G,Regional NGO,Singapore,2,https://iatiregistry.org/publisher/growasia
TrustAfrica,US-EIN-20-3074517,International NGO,United States,1,https://iatiregistry.org/publisher/trustafrica
Teach For Pakistan,PK-SEC-0108318,National NGO,Pakistan,1,https://iatiregistry.org/publisher/tfp
Slum Dwellers International,ZA-CIP-2021-421804-08,International NGO,South Africa,2,https://iatiregistry.org/publisher/sdi-int
RedOrange Media and Communications,BD-ROC-C-104266,Private Sector,Bangladesh,1,https://iatiregistry.org/publisher/redorange
Pan Africa ILGA,ZA-NPO-155-669,Regional NGO,South Africa,2,https://iatiregistry.org/publisher/pai155669
Consortium of Reproductive Health Associations (CORHA),ET-CSA-1424,National NGO,Ethiopia,1,https://iatiregistry.org/publisher/corha
FSD Africa,KE-RCO-155081,International NGO,Kenya,3,https://iatiregistry.org/publisher/fsdafrica
Association des Editeurs du Magazine Jimbere,BI-NIF-4001055070,National NGO,Burundi,2,https://iatiregistry.org/publisher/j2022
The Liaison Office,AF-MOE-611,National NGO,Afghanistan,2,https://iatiregistry.org/publisher/tlo
WWF Paraguay,PY-RUC-80025907-6,International NGO,Paraguay,2,https://iatiregistry.org/publisher/wwf-py
Centre des Etudes Méditerranéennes et Internationales,TN-RNE-1027578P,National NGO,Tunisia,2,https://iatiregistry.org/publisher/cemi
Goree Institute,SN-NINEA-21516110A0,National NGO,Netherlands,2,https://iatiregistry.org/publisher/gorin
FairChain Foundation,NL-KVK-54749484,International NGO,Netherlands,1,https://iatiregistry.org/publisher/fc-f
Palestinian Working Women Society for Development,PS-MOI-RA279C,National NGO,"Palestine, State of",1,https://iatiregistry.org/publisher/pwwsd_2022
Samir Kassir Foundation,LB-MOI-30-ED,National NGO,Lebanon,1,https://iatiregistry.org/publisher/skf
ILGA Asia,TH-MOI-KhorThor2882,Regional NGO,Thailand,1,https://iatiregistry.org/publisher/ilgaasia
Burundi Leadership Training Programme,BI-NIF-4000450306,National NGO,Burundi,2,https://iatiregistry.org/publisher/bltp
Riverrecycle Oy,FI-PRO3087706-5,Private Sector,Finland,2,https://iatiregistry.org/publisher/riverrecycle
Collective for Research and Training on Development Action,LB-MOI-3567,National NGO,Lebanon,1,https://iatiregistry.org/publisher/crtda
Arab Women Organization of Jordan,JO-MSD-19700011100010,National NGO,Jordan,1,https://iatiregistry.org/publisher/awo2022
Gender Equality Network,MM-MHA-0295,National NGO,Netherlands,2,https://iatiregistry.org/publisher/gen
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,CO-RUE-830053223,National NGO,Colombia,1,https://iatiregistry.org/publisher/limpal-colombia
HM Revenue and Customs,GB-GOV-11,Government,United Kingdom,2,https://iatiregistry.org/publisher/cbu_hmrc
Asian-Pacific Resource and Research Centre for Women (ARROW),MY-SSM-256530H,Regional NGO,Malaysia,1,https://iatiregistry.org/publisher/my-ssm
PRO-FEMMES TWESE HAMWE,RW-RGB-020-17,National NGO,Rwanda,2,https://iatiregistry.org/publisher/profemmes
Corporación de Apoyo a Comunidades Populares,CO-RUES-800121811,National NGO,Colombia,2,https://iatiregistry.org/publisher/codacop
International Centre for Antimicrobial Resistance Solutions,DK-CVR-42047007,"Academic, Training and Research",Denmark,2,https://iatiregistry.org/publisher/icars
AVSI South Sudan,SS-RRC-140,International NGO,South Sudan,2,https://iatiregistry.org/publisher/avsi-ssd
SOS Børnebyerne,DK-CVR-25825012,International NGO,Denmark,1,https://iatiregistry.org/publisher/sosdk
Dalberg Catalyst,US-EIN-81-2108637,International NGO,United States,1,https://iatiregistry.org/publisher/dalbergcatalyst
Association Béninoise pour le Marketing Social et la Communication pour la Santé (ABMS),BJ-IFU-6201810257535,National NGO,Benin,2,https://iatiregistry.org/publisher/abms
WILPF,CH-FDJP-CHE10092705,International NGO,Switzerland,1,https://iatiregistry.org/publisher/wilpf_22
PATTIRO,ID-DJP-030079198015000,National NGO,Indonesia,1,https://iatiregistry.org/publisher/pattiro
Stichting Habitat for Humanity Nederland,NL-KVK-41226182,National NGO,Netherlands,2,https://iatiregistry.org/publisher/hfhnl
United States Department of State,US-GOV-11,Government,United States,205,https://iatiregistry.org/publisher/state
United States Environmental Protection Agency,US-GOV-32,Government,United States,42,https://iatiregistry.org/publisher/epa
United States Department of Commerce,US-GOV-16,Government,United States,65,https://iatiregistry.org/publisher/doc
United States Trade and Development Agency,US-GOV-12,Government,United States,106,https://iatiregistry.org/publisher/ustda
United States Department of Agriculture,US-GOV-2,Government,United States,156,https://iatiregistry.org/publisher/usda
Peace Corp,US-GOV-10,Government,United States,69,https://iatiregistry.org/publisher/peace
Inter-American Foundation,US-GOV-21,Government,United States,32,https://iatiregistry.org/publisher/iaf
United States Department of Transportation,US-GOV-26,Government,United States,66,https://iatiregistry.org/publisher/dot
United States Health and Human Services,US-GOV-14,Government,United States,76,https://iatiregistry.org/publisher/hhs
United States Department of Justice,US-GOV-15,Government,United States,121,https://iatiregistry.org/publisher/doj
Devidayal Solar Solutions Private Limited,IN-MCA-U74999MH2015PTC264094,Private Sector,India,1,https://iatiregistry.org/publisher/ddsolar
United States Department of Interior,US-GOV-9,Government,United States,126,https://iatiregistry.org/publisher/doi
United States Department of Defense,US-GOV-7,Government,United States,160,https://iatiregistry.org/publisher/dod
United States Department of Energy,US-GOV-20,Government,United States,93,https://iatiregistry.org/publisher/doe
United States Department of Homeland Security,US-GOV-19,Government,United States,88,https://iatiregistry.org/publisher/dhs
Jordan River Foundation,XM-OCHA-HP3664,National NGO,Jordan,2,https://iatiregistry.org/publisher/jrf_2022
